id	type	name	description
PP7435_Chr1-1364	ORF	BPT1	ABC type transmembrane transporter of MRP/CFTR family, enriched in vacuole, and additionally enriched in mitochondria in methanol-grown cells, found in S. cerevisiae in the vacuolar membrane, involved in the transport of unconjugated bilirubin and in heavy metal detoxification via glutathione conjugates, along with Ycf1p
PP7435_Chr1-1365	ORF	PP7435_Chr1-1365	Hypothetical protein not well conserved
PP7435_Chr1-1366	ORF	MSS1	Protein that forms a heterodimer complex with Mto1p that performs the 5-carboxymethylaminomethyl modification of the wobble uridine base in mitochondrial tRNAs, known in S. cerevisiae as mitochondrial protein, similar to human GTPBP3
PP7435_Chr1-1367	ORF	IND1	Iron-sulfur protein similar to Yarrowia lipolytica IND1
PP7435_Chr1-1368	ORF	PP7435_Chr1-1368	Hypothetical protein not conserved
PP7435_Chr1-1369	ORF	PDE1	Low-affinity cyclic AMP phosphodiesterase, controls glucose and intracellular acidification-induced cAMP signaling, target of the cAMP-protein kinase A (PKA) pathway, glucose induces transcription and inhibits translation
PP7435_Chr1-1370	ORF	PRE4	Beta 7 subunit of the 20S proteasome, enriched in cytosol
PP7435_Chr1-1371	ORF	PP7435_Chr1-1371	Hypothetical protein not conserved (domain: single strand annealing-weakened 1)
PP7435_Chr1-1372	ORF	PIL1	Eisosome core component, eisosomes are large immobile cell cortex structures associated with endocytosis, phosphorylated on Thr233 upon Pkc1p hyperactivation in a Slt2p MAPK-dependent fashion, enriched in plasma membrane, microsome and mitochondria, in S. cerevisiae detected in phosphorylated state in mitochondria, null mutant shows activation of Pkc1p/Ypk1p stress resistance pathways, member of BAR domain family, in S. cerevisiae protein increases in abundance and relocalizes from plasma membrane to cytoplasm upon DNA replication stress
PP7435_Chr1-1373	tRNA	PP7435_Chr1-1373	Putative transfer RNA for Glutamic acid (tRNA-Glu)
PP7435_Chr1-1374	ORF	PpHXT1	Low affinity glucose transporter of the major facilitator superfamily, induced in Pichia pastoris by high levels of glucose, enriched among several compartments
PP7435_Chr1-1375	ORF	PP7435_Chr1-1375	Hypothetical protein not conserved
PP7435_Chr1-1376	ORF	TRA1	Subunit of SAGA and NuA4 histone acetyltransferase complexes, interacts with acidic activators (e.g., Gal4p) which leads to transcription activation, similar to human TRRAP, which is a cofactor for c-Myc mediated oncogenic transformation, enriched in cytosol in methanol-grown cells
PP7435_Chr1-1377	ORF	GEP4	Phosphatidylglycerophosphatase (PGP phosphatase), known in S. cerevisiae as mitochondrial protein, dephosphorylates phosphatidylglycerolphosphate to generate phosphatidylglycerol, an essential step during cardiolipin biosynthesis, S. cerevisiae null mutant is sensitive to tunicamycin, DTT
PP7435_Chr1-1378	ORF	HEL2	RING finger ubiquitin ligase (E3), involved in ubiquitylation and degradation of excess histones, interacts with Ubc4p and Rad53p, in S. cerevisiae the null mutant is sensitive to hydroxyurea (HU) and the green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm, computational analysis suggests a role as a transcription factor
PP7435_Chr1-1380	ORF	NI8M	NI8M (B8) subunit of mitochondrial NADH:ubiquinone oxidoreductase (complex I) of Pichia pastoris, enriched in cytosol and mitochondria in glucose-grown cells
PP7435_Chr1-1381	ORF	PP7435_Chr1-1381	Protein with low similarity to putative LigB subunit of aromatic ring-opening dioxygenase (C. maltosa)
PP7435_Chr1-1382	ORF	OXA1	Mitochondrial inner membrane insertase, mediates the insertion of both mitochondrial- and nuclear-encoded proteins from the matrix into the inner membrane, also has a role in insertion of carrier proteins into the inner membrane, interacts with mitochondrial ribosomes, conserved from bacteria to animals, enriched in mitochondria
PP7435_Chr1-1383	ORF	PP7435_Chr1-1383	Hypothetical protein not conserved
PP7435_Chr1-1384	ORF	PP7435_Chr1-1384	Protein with similarity to YER152C, enriched in cytosol, and additionally enriched in mitochondria in glucose-grown cells (Protein with 2-aminoadipate transaminase activity, shares amino acid similarity with the aminotransferases Aro8p and Aro9p, in S. cerevisiae YER152C is not an essential gene)
PP7435_Chr1-1385	ORF	PP7435_Chr1-1385	Hypothetical protein not conserved (domain: SWIM zinc finger)
PP7435_Chr1-1386	ribosomal RNA	PP7435_Chr1-1386	8S ribosomal RNA
PP7435_Chr1-1387	ORF	PP7435_Chr1-1387	Hypothetical protein not conserved
PP7435_Chr1-1388	ORF	PP7435_Chr1-1388	Hypothetical protein conserved
PP7435_Chr1-1389	ORF	FLO5-1	Lectin-like cell wall protein (flocculin) involved in flocculation, binds mannose chains on the surface of other cells, confers floc-forming ability that is chymotrypsin resistant but heat labile, important for co-flocculation with other yeasts, mediating interaction with specific specie, enriched in microsome in methanol-grown cellss, Pichia pastoris does not have the paralog FLO1 but has more isoforms of those flocculins
PP7435_Chr1-1390	ORF	UBP3	Ubiquitin-specific protease involved in transport and osmotic response, interacts with Bre5p to co-regulate anterograde and retrograde transport between the ER and Golgi, involved in transcription elongation in response to osmostress through phosphorylation at Ser695 by Hog1p, inhibitor of gene silencing, cleaves ubiquitin fusions but not polyubiquitin, also has mRNA binding activity, protein abundance in S. cerevisiae increases in response to DNA replication stress
PP7435_Chr1-1391	ORF	SPI1	GPI-anchored cell wall protein involved in weak acid resistance, in S. cerevisiae basal expression requires Msn2p/Msn4p and expression is induced under conditions of stress and during the diauxic shift, in Pichia pastoris has a strong constititive promoter, Pichia pastoris does not have the paralog SED1, previously known in Pichia pastoris as GCW14
PP7435_Chr1-1392	ORF	PP7435_Chr1-1392	Protein with low similarity to RAD55, protein that stimulates strand exchange whcih stimulates strand exchange by stabilizing the binding of Rad51p to single-stranded DANN
PP7435_Chr1-1393	ORF	PP7435_Chr1-1393	Hypothetical protein conserved
PP7435_Chr1-1394	tRNA	PP7435_Chr1-1394	Putative transfer RNA for Glycine (tRNA-Gly)
PP7435_Chr1-1395	ORF	PP7435_Chr1-1395	Hypothetical protein not well conserved (domain: DUF88), enriched among several compartments
PP7435_Chr1-1396	ORF	RPS2	Protein component of the small (40S) subunit, enriched among several compartments essential in S. cerevisiae for control of translational accuracy, phosphorylation by C-terminal domain kinase I (CTDK-I) enhances translational accuracy, methylated on one or more arginine residues by Hmt1p, homologous to mammalian ribosomal protein S2 and bacterial S5
PP7435_Chr1-1397	ORF	NAB2	Polyadenylated RNA-binding protein, known in S. cerevisiae as nuclear protein required for nuclear mRNA export and poly(A) tail length control, binds nuclear pore protein Mlp1p, autoregulates mRNA levels, related to human hnRNPs, nuclear localization sequence binds Kap104p, in S. cerevisiae protein abundance increases in response to DNA replication stress
PP7435_Chr1-1398	ORF	PP7435_Chr1-1398	Hypothetical protein conserved (domain: fusaric acid resistance protein-like, FUSC_2)
PP7435_Chr1-1399	ORF	COQ8	ATPase required for ubiquinone biosynthesis and respiratory growth, maintains levels of CoQ biosynthetic proteins, binds to CoQ biosynthesis intermediates, UbiB protein kinase-like family member that lacks canonical protein kinase activity, similar to prokaryotic proteins involved in ubiquinone biosynthesis, human homolog ADCK3 complements a coq8 null, is associated with CoQ and respiratory-chain deficiencies, and is mutated in autosomal-recessive cerebellar ataxia type 2, enriched in plasma membrane in glucose-grown cells, Pichia pastoris does not have the paralog YBR230W-A
PP7435_Chr1-1400	ORF	PRP43	RNA helicase in the DEAH-box family, functions in both RNA polymerase I and polymerase II transcript metabolism, catalyzes removal of U2, U5, and U6 snRNPs from the postsplicing lariat-intron ribonucleoprotein complex, required for efficient biogenesis of both small- and large-subunit rRNAs, acts with Sqs1p to promote 20S to 18S rRNA processing catalyzed by endonuclease Nob1p, enriched in cytosol in methanol-grown cells
PP7435_Chr1-1401	ORF	PDB1	E1 beta subunit of the pyruvate dehydrogenase (PDH) complex, which is an evolutionarily-conserved multi-protein complex, enriched in mitochondria
PP7435_Chr1-1404	ORF	KAP114	Karyopherin, responsible for nuclear import of specific proteins, cargoes include Spt15p, Sua7p, histones H2A and H2B, and Nap1p, amino terminus shows similarity to those of other importins, particularly Cse1p, enriched in cytosol in glucose-grown cells, known in S. cerevisiae mainly as nuclear protein, function is regulated by sumoylation and protein abundance increases in response to DNA replication stress
PP7435_Chr1-1405	ORF	RTF1	Subunit of RNAPII-associated chromatin remodeling Paf1 complex, regulates gene expression by directing cotranscriptional histone modification, influences transcription and chromatin structure through several independent functional domains, directly or indirectly regulates DNA-binding properties of Spt15p and relative activities of different TATA elements, involved in transcription elongation as demonstrated by the G-less-based run-on (GLRO) assay, enriched in cytosol in glucose-grown cells
PP7435_Chr1-1406	ORF	RMD8	Protein required for sporulation, enriched in vacuole, known in S. cerevisiae as cytosolic protein
PP7435_Chr1-1407	ORF	GUS1	Glutamyl-tRNA synthetase (GluRS), forms a complex with methionyl-tRNA synthetase (Mes1p) and Arc1p, complex formation increases the catalytic efficiency of both tRNA synthetases and ensures their correct localization to the cytoplasm, enriched in cytosol, in S. cerevisiae protein abundance increases in response to DNA replication stress
PP7435_Chr1-1408	ORF	BRR6	Integral membrane protein, known in S. cerevisiae as essential nuclear envelope protein required for nuclear envelope morphology, nuclear pore complex localization, nuclear export, exhibits synthetic lethal genetic interactions with genes involved in lipid metabolism
PP7435_Chr1-1409	ORF	YMR31	Putative mitochondrial 37S ribosomal protein, similar to Scheffersomyces stipitis YMR31 and human mitochondrial ribosomal protein MRP-S36
PP7435_Chr1-1410	ORF	CAN1	Arginine permease, enriched in microsome and Golgi, known in S. cerevisiae as plasma membrane protein which requires phosphatidyl ethanolamine (PE) for its localization, exclusively associated with lipid rafts, mutation confers canavanine resistance, Pichia pastoris has also the paralog ALP1
PP7435_Chr1-1411	ORF	EFM5	S-adenosylmethionine-dependent lysine methyltransferase, involved in the trimethylation of eEF1A (Tef1p/Tef2p) at lysine 79, enriched in cytosol in glucose-grown cells, in S. cerevisiae the green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm, required for replication of Brome mosaic virus in budding yeast, expresses a circular RNA, originally misclassified as a N-6-adenine specific DNA methyltransferase based on sequence similarity
PP7435_Chr1-1412	ORF	NUP60	FG-nucleoporin component of central core of the nuclear pore complex (NPC), contributes directly to nucleocytoplasmic transport and maintenance of the NPC permeability barrier and is involved in gene tethering at the nuclear periphery, known in S. cerevisiae to relocalize to the cytosol in response to hypoxia, both NUP1 and NUP60 are homologous to human NUP153
PP7435_Chr1-1413	ORF	ERG26	C-3 sterol dehydrogenase, catalyzes the second of three steps required to remove two C-4 methyl groups from an intermediate in ergosterol biosynthesis, enriched among several compartments
PP7435_Chr1-1414	ORF	PP7435_Chr1-1414	Protein with low similarity to putative GPI-anchored protein
PP7435_Chr1-1415	ORF	VPS8	Membrane-binding component of the CORVET complex, involved in endosomal vesicle tethering and fusion in the endosome to vacuole protein targeting pathway, interacts with Vps21p, contains RING finger motif
PP7435_Chr1-1416	ORF	PP7435_Chr1-1416	Hypothetical protein not conserved
PP7435_Chr1-1417	ORF	SWD1	Subunit of the COMPASS (Set1C) complex, which methylates histone H3 on lysine 4 and is required in transcriptional silencing near telomeres, WD40 beta propeller superfamily member with similarity to mammalian Rbbp7
PP7435_Chr1-1418	ORF	ARO8	Aromatic aminotransferase I, enriched in cytosol, and additionally enriched in vacuole in glucose-grown cells, expression in S. cerevisiae is regulated by general control of amino acid biosynthesis
PP7435_Chr1-1419	ORF	CUL4	Putative cullin, ubiquitin ligase activity similar to Scheffersomyces stipitis CUL4
PP7435_Chr1-1420	ORF	PP7435_Chr1-1420	Hypothetical protein not well conserved (domain: complex proteins associated with Set1p, COMPASS)
PP7435_Chr1-1421	ORF	APE3	Vacuolar aminopeptidase Y, processed to mature form by Prb1p, enriched in vacuole
PP7435_Chr1-1422	ribosomal RNA	PP7435_Chr1-1422	8S ribosomal RNA
PP7435_Chr1-1423	ORF	PP7435_Chr1-1423	Hypothetical protein conserved (domain: bacterial low temperature requirement A protein), enriched in vacuole in methanol-grown cells
PP7435_Chr1-1424	ORF	SEO1-1	Putative permease, member of the allantoate transporter subfamily of the major facilitator superfamily, mutation in S. cerevisiae confers resistance to ethionine sulfoxide
PP7435_Chr1-1426	ORF	PP7435_Chr1-1426	Protein with low similarity to YRA1, nuclear polyadenylated RNA-binding protein which is required for export of poly(A)+ mRNA from the nucleus, enriched in cytosol in glucose-grown cells
