PP7435_Chr1-0001	PAS_chr1-3_0003
PP7435_Chr2-1084	PAS_chr2-1_0221
PP7435_Chr2-1085	PAS_chr2-1_0220
PP7435_Chr2-1086	PAS_chr2-1_0219
PP7435_Chr2-1087	PAS_chr2-1_0218
PP7435_Chr2-1088	PAS_chr2-1_0217
PP7435_Chr2-1089	PAS_chr2-1_0216
PP7435_Chr2-1090	PAS_chr2-1_0215
PP7435_Chr2-1091	PAS_chr2-1_0818
PP7435_Chr2-1092	PAS_chr2-1_0817
PP7435_Chr2-1093	PAS_chr2-1_0214
PP7435_Chr2-1094	PAS_chr2-1_0213
PP7435_Chr2-1095	PAS_chr2-1_0212
PP7435_Chr2-1096	PAS_chr2-1_0211
PP7435_Chr2-1097	PAS_chr2-1_0210
PP7435_Chr2-1098	PAS_chr2-1_0209
PP7435_Chr2-1099	PAS_chr2-1_0208
PP7435_Chr2-1100	PAS_chr2-1_0207
PP7435_Chr2-1101	PAS_chr2-1_0206
PP7435_Chr2-1102	PAS_chr2-1_0205
PP7435_Chr2-1103	PAS_chr2-1_0204
PP7435_Chr2-1104	PAS_chr2-1_0203
PP7435_Chr2-1105	PAS_chr2-1_0202
PP7435_Chr2-1106	PAS_chr2-1_0201
PP7435_Chr2-1107	PAS_chr2-1_0200
PP7435_Chr2-1108	PAS_chr2-1_0199
PP7435_Chr2-1109	PAS_chr2-1_0198
PP7435_Chr2-1110	PAS_chr2-1_0197
PP7435_Chr2-1111	PAS_chr2-1_0196
PP7435_Chr2-1112	PAS_chr2-1_0195
PP7435_Chr2-1113	PAS_chr2-1_0194
PP7435_Chr2-1114	PAS_chr2-1_0193
PP7435_Chr2-1115	PAS_chr2-1_0192
PP7435_Chr2-1117	PAS_chr2-1_0189
PP7435_Chr2-1118	PAS_chr2-1_0188
PP7435_Chr2-1119	PAS_chr2-1_0187
PP7435_Chr2-1120	PAS_chr2-1_0186
PP7435_Chr2-1121	PAS_chr2-1_0185
PP7435_Chr2-1122	PAS_chr2-1_0184
PP7435_Chr2-1123	PAS_chr2-1_0183
PP7435_Chr2-1124	PAS_chr2-1_0182
PP7435_Chr2-1125	PAS_chr2-1_0180
PP7435_Chr2-1126	PAS_chr2-1_0179
PP7435_Chr2-1127	no GS115 homolog
PP7435_Chr2-1128	PAS_chr2-1_0816
PP7435_Chr2-1129	no GS115 homolog
PP7435_Chr2-1130	PAS_chr2-1_0178
PP7435_Chr2-1131	PAS_chr2-1_0177
PP7435_Chr2-1132	PAS_chr2-1_0815
PP7435_Chr2-1133	PAS_chr2-1_0176
PP7435_Chr2-1134	PAS_chr2-1_0175
PP7435_Chr2-1135	PAS_chr2-1_0174
PP7435_Chr2-1136	PAS_chr2-1_0173
PP7435_Chr2-1137	PAS_chr2-1_0172
PP7435_Chr2-1138	PAS_chr2-1_0171
PP7435_Chr2-1139	PAS_chr2-1_0170
PP7435_Chr2-1140	PAS_chr2-1_0169
PP7435_Chr2-1141	PAS_chr2-1_0168
PP7435_Chr2-1142	PAS_chr2-1_0814
PP7435_Chr2-1143	PAS_chr2-1_0167
PP7435_Chr2-1144	PAS_chr2-1_0166
PP7435_Chr2-1145	PAS_chr2-1_0165
PP7435_Chr2-1146	PAS_chr2-1_0164
PP7435_Chr2-1147	PAS_chr2-1_0163
PP7435_Chr2-1148	PAS_chr2-1_0162
PP7435_Chr2-1149	PAS_chr2-1_0161
PP7435_Chr2-1150	PAS_chr2-1_0160
PP7435_Chr2-1151	PAS_chr2-1_0159
PP7435_Chr2-1152	PAS_chr2-1_0158
PP7435_Chr2-1153	PAS_chr2-1_0157
PP7435_Chr2-1154	PAS_chr2-1_0156
PP7435_Chr2-1155	PAS_chr2-1_0154
PP7435_Chr2-1156	PAS_chr2-1_0153
PP7435_Chr2-1157	PAS_chr2-1_0152
PP7435_Chr2-1158	PAS_chr2-1_0151
PP7435_Chr2-1159	PAS_chr2-1_0150
PP7435_Chr2-1160	PAS_chr2-1_0149
PP7435_Chr2-1161	PAS_chr2-1_0146
PP7435_Chr2-1162	PAS_chr2-1_0145
PP7435_Chr2-1163	PAS_chr2-1_0144
PP7435_Chr2-1164	PAS_chr2-1_0143
PP7435_Chr2-1165	PAS_chr2-1_0142
PP7435_Chr2-1166	PAS_chr2-1_0141
PP7435_Chr2-1167	PAS_chr2-1_0140
PP7435_Chr2-1168	PAS_chr2-1_0139
PP7435_Chr2-1169	PAS_chr2-1_0137
PP7435_Chr2-1170	PAS_chr2-1_0136
PP7435_Chr2-1171	PAS_chr2-1_0135
PP7435_Chr2-1172	PAS_chr2-1_0813
PP7435_Chr2-1173	PAS_chr2-1_0134
PP7435_Chr2-1174	PAS_chr2-1_0133
PP7435_Chr2-1175	PAS_chr2-1_0132
PP7435_Chr2-1176	PAS_chr2-1_0131
PP7435_Chr2-1177	PAS_chr2-1_0130
PP7435_Chr2-1178	PAS_chr2-1_0129
PP7435_Chr2-1180	PAS_chr2-1_0126
PP7435_Chr2-1181	PAS_chr2-1_0125
PP7435_Chr2-1183	PAS_chr2-1_0811
PP7435_Chr2-1184	PAS_chr2-1_0123
PP7435_Chr2-1185	PAS_chr2-1_0122
PP7435_Chr2-1186	PAS_chr2-1_0121
PP7435_Chr2-1187	PAS_chr2-1_0120
PP7435_Chr2-1188	PAS_chr2-1_0119
PP7435_Chr2-1189	PAS_chr2-1_0118
PP7435_Chr2-1190	PAS_chr2-1_0117
PP7435_Chr2-1191	PAS_chr2-1_0116
PP7435_Chr2-1192	PAS_chr2-1_0115
PP7435_Chr2-1193	PAS_chr2-1_0114
PP7435_Chr2-1194	PAS_chr2-1_0113
PP7435_Chr2-1195	PAS_chr2-1_0112
PP7435_Chr2-1196	
PP7435_Chr2-1197	PAS_chr2-1_0111
PP7435_Chr2-1198	PAS_chr2-1_0110
PP7435_Chr2-1199	PAS_chr2-1_0810
PP7435_Chr2-1200	PAS_chr2-1_0109
PP7435_Chr2-1201	PAS_chr2-1_0108
PP7435_Chr2-1202	PAS_chr2-1_0107
PP7435_Chr2-1203	PAS_chr2-1_0106
PP7435_Chr2-1204	PAS_chr2-1_0105
PP7435_Chr2-1205	PAS_chr2-1_0809
PP7435_Chr2-1206	PAS_chr2-1_0104
PP7435_Chr2-1207	PAS_chr2-1_0103
PP7435_Chr2-1208	PAS_chr2-1_0102
PP7435_Chr2-1209	PAS_chr2-1_0101
PP7435_Chr2-1210	PAS_chr2-1_0100
PP7435_Chr2-1211	PAS_chr2-1_0099
PP7435_Chr2-1212	PAS_chr2-1_0097
PP7435_Chr2-1213	PAS_chr2-1_0096
PP7435_Chr2-1214	PAS_chr2-1_0095
PP7435_Chr2-1215	PAS_chr2-1_0808
PP7435_Chr2-1216	PAS_chr2-1_0094
PP7435_Chr2-1217	PAS_chr2-1_0093
PP7435_Chr2-1218	PAS_chr2-1_0092
PP7435_Chr2-1219	PAS_chr2-1_0091
PP7435_Chr2-1220	PAS_chr2-1_0090
PP7435_Chr2-1221	PAS_chr2-1_0089
PP7435_Chr2-1222	PAS_chr2-1_0088
PP7435_Chr2-1223	PAS_chr2-1_0087
PP7435_Chr2-1224	PAS_chr2-1_0086
PP7435_Chr2-1225	PAS_chr2-1_0085
PP7435_Chr2-1226	PAS_chr2-1_0084
PP7435_Chr2-1227	PAS_chr2-1_0083
PP7435_Chr2-1228	PAS_chr2-1_0082
PP7435_Chr2-1229	PAS_chr2-1_0081
PP7435_Chr2-1230	PAS_chr2-1_0080
PP7435_Chr2-1231	PAS_chr2-1_0079
PP7435_Chr2-1232	PAS_chr2-1_0078
PP7435_Chr2-1233	PAS_chr2-1_0077
PP7435_Chr2-1234	PAS_chr2-1_0076
PP7435_Chr2-1235	PAS_chr2-1_0075
PP7435_Chr2-1236	PAS_chr2-1_0074
PP7435_Chr2-1237	PAS_chr2-1_0073
PP7435_Chr2-1238	PAS_chr2-1_0072
PP7435_Chr2-1239	PAS_chr2-1_0071
PP7435_Chr2-1240	PAS_chr2-1_0070
PP7435_Chr2-1241	PAS_chr2-1_0069
PP7435_Chr2-1242	PAS_chr2-1_0068
PP7435_Chr2-1243	PAS_chr2-1_0067
PP7435_Chr2-1244	PAS_chr2-1_0066
PP7435_Chr2-1245	PAS_chr2-1_0065
PP7435_Chr2-1246	PAS_chr2-1_0064
PP7435_Chr2-1247	PAS_chr2-1_0062
PP7435_Chr2-1248	PAS_chr2-1_0061
PP7435_Chr2-1249	PAS_chr2-1_0060
PP7435_Chr2-1250	PAS_chr2-1_0058
PP7435_Chr2-1251	PAS_chr2-1_0057
PP7435_Chr2-1252	PAS_chr2-1_0056
PP7435_Chr2-1253	PAS_chr2-1_0055
PP7435_Chr2-1254	PAS_chr2-1_0054
PP7435_Chr2-1255	PAS_chr2-1_0052
PP7435_Chr2-1256	PAS_chr2-1_0051
PP7435_Chr2-1257	PAS_chr2-1_0050
PP7435_Chr2-1258	PAS_chr2-1_0807
PP7435_Chr2-1259	PAS_chr2-1_0049
PP7435_Chr2-1260	PAS_chr2-1_0048
PP7435_Chr2-1261	PAS_chr2-1_0047
PP7435_Chr2-1262	PAS_chr2-1_0046
PP7435_Chr2-1263	PAS_chr2-1_0045
PP7435_Chr2-1264	PAS_chr2-1_0043
PP7435_Chr2-1265	PAS_chr2-1_0042
PP7435_Chr2-1266	PAS_chr2-1_0041
PP7435_Chr2-1267	PAS_chr2-1_0040
PP7435_Chr2-1268	PAS_chr2-1_0039
PP7435_Chr2-1269	PAS_chr2-1_0038
PP7435_Chr2-1270	
PP7435_Chr2-1271	PAS_chr2-1_0037
PP7435_Chr2-1272	PAS_chr2-1_0036
PP7435_Chr2-1273	PAS_chr2-1_0034
PP7435_Chr2-1274	PAS_chr2-1_0033
PP7435_Chr2-1275	PAS_chr2-1_0032
PP7435_Chr2-1276	PAS_chr2-1_0031
PP7435_Chr2-1277	PAS_chr2-1_0030
PP7435_Chr2-1278	PAS_chr2-1_0029
PP7435_Chr2-1279	PAS_chr2-1_0028
PP7435_Chr2-1280	PAS_chr2-1_0027
PP7435_Chr2-1281	PAS_chr2-1_0026
PP7435_Chr2-1282	PAS_chr2-1_0025
PP7435_Chr2-1283	PAS_chr2-1_0806
PP7435_Chr2-1284	PAS_chr2-1_0024
PP7435_Chr2-1285	PAS_chr2-1_0023
PP7435_Chr2-1286	PAS_chr2-1_0022
PP7435_Chr2-1287	PAS_chr2-1_0021
PP7435_Chr2-1288	PAS_chr2-1_0017
PP7435_Chr2-1289	PAS_chr2-1_0016
PP7435_Chr2-1290	
PP7435_Chr2-1291	PAS_chr2-1_0014
PP7435_Chr2-1293	PAS_chr2-1_0011
PP7435_Chr2-1294	PAS_chr2-1_0009
PP7435_Chr2-1295	PAS_chr2-1_0008
PP7435_Chr2-1296	PAS_chr2-1_0007
PP7435_Chr2-1297	PAS_chr2-1_0006
PP7435_Chr2-1299	
PP7435_Chr2-1303	
PP7435_Chr2-1308	no GS115 homolog
PP7435_Chr2-1319	PAS_chr2-2_0040
PP7435_Chr2-1330	PAS_chr2-2_0452
PP7435_Chr2-1341	no GS115 homolog
PP7435_Chr2-1352	PAS_chr2-2_0458
PP7435_Chr2-1363	PAS_chr2-2_0078
PP7435_Chr2-1374	PAS_chr2-2_0081
PP7435_Chr2-1385	PAS_chr2-2_0082
PP7435_Chr2-1407	PAS_chr2-2_0091
PP7435_Chr2-1418	PAS_chr2-2_0091
PP7435_Chr2-1429	PAS_chr2-2_0092
PP7435_Chr2-1440	PAS_chr2-2_0094
PP7435_Chr2-1451	PAS_chr2-2_0095
PP7435_Chr2-1462	no GS115 homolog
PP7435_Chr2-1473	PAS_chr2-2_0144
PP7435_Chr2-1484	no GS115 homolog
PP7435_Chr2-1517	PAS_chr2-2_0169
PP7435_Chr2-1528	PAS_chr2-2_0176
PP7435_Chr2-1539	PAS_chr2-2_0185
PP7435_Chr2-1561	PAS_chr2-2_0195
PP7435_Chr2-1572	PAS_chr2-2_0201
PP7435_Chr2-1583	PAS_chr2-2_0472
PP7435_Chr2-1594	no GS115 homolog
PP7435_Chr2-1616	PAS_chr2-2_0249
PP7435_Chr2-1627	PAS_chr2-2_0250
PP7435_Chr2-1638	PAS_chr2-2_0255
PP7435_Chr2-1649	PAS_chr2-2_0262
PP7435_Chr2-1660	PAS_chr2-2_0483
PP7435_Chr2-1671	PAS_chr2-2_0265
PP7435_Chr2-1682	PAS_chr2-2_0488
PP7435_Chr2-1693	PAS_chr2-2_0287
PP7435_Chr2-1704	PAS_chr2-2_0295
PP7435_Chr2-1715	PAS_chr2-2_0491
PP7435_Chr2-1748	no GS115 homolog
PP7435_Chr2-1759	PAS_chr2-2_0346
PP7435_Chr2-1770	no GS115 homolog
PP7435_Chr2-1781	PAS_chr2-2_0357
PP7435_Chr2-1792	PAS_chr2-2_0358
PP7435_Chr2-1803	no GS115 homolog
PP7435_Chr2-1814	homolog not anymore annotated
PP7435_Chr2-1825	PAS_chr2-2_0402
PP7435_Chr2-1836	PAS_chr2-2_0495
PP7435_Chr2-1847	no GS115 homolog
PP7435_Chr2-1858	PAS_chr2-2_0425
PP7435_Chr2-1869	PAS_chr2-2_0427
PP7435_Chr2-1880	PAS_chr2-2_0429
PP7435_Chr2-1891	PAS_chr2-2_0440
PP7435_Chr2-1902	PAS_chr2-1_0891
PP7435_Chr2-1913	PAS_chr2-1_0795
PP7435_Chr2-1924	PAS_chr2-1_0793
PP7435_Chr2-1935	PAS_chr2-1_0789
PP7435_Chr2-1946	PAS_chr2-1_0788
PP7435_Chr2-1957	PAS_chr2-1_0888
PP7435_Chr2-1968	no GS115 homolog
PP7435_Chr2-1979	no GS115 homolog
PP7435_Chr2-1990	no GS115 homolog
PP7435_Chr2-2001	no GS115 homolog
PP7435_Chr2-2012	PAS_chr2-1_0751
PP7435_Chr2-2023	PAS_chr2-1_0691
PP7435_Chr2-2034	no GS115 homolog
PP7435_Chr2-2045	PAS_chr2-1_0670
PP7435_Chr2-2056	PAS_chr2-1_0669
PP7435_Chr2-2067	homolog not anymore annotated
PP7435_Chr2-2078	PAS_chr2-1_0875
PP7435_Chr2-2089	PAS_chr2-1_0650
PP7435_Chr2-2100	no GS115 homolog
PP7435_Chr2-2111	PAS_chr2-1_0645
PP7435_Chr2-2122	PAS_chr2-1_0636
PP7435_Chr2-2133	PAS_chr2-1_0614
PP7435_Chr2-2144	PAS_chr2-1_0612
PP7435_Chr2-2166	PAS_chr2-1_0569
PP7435_Chr2-2177	PAS_chr2-1_0863
PP7435_Chr2-2188	PAS_chr2-1_0564
PP7435_Chr2-2199	PAS_chr2-1_0856
PP7435_Chr2-2210	PAS_chr2-1_0520
PP7435_Chr2-2221	PAS_chr2-1_0517
PP7435_Chr2-2232	PAS_chr2-1_0854
PP7435_Chr2-2243	PAS_chr2-1_0506
PP7435_Chr2-2254	PAS_chr2-1_0505
PP7435_Chr2-2265	PAS_chr2-1_0496
PP7435_Chr2-2276	homolog not anymore annotated
PP7435_Chr2-2287	no GS115 homolog
PP7435_Chr2-2298	PAS_chr2-1_0483
PP7435_Chr2-2309	PAS_chr2-1_0482
PP7435_Chr2-2320	PAS_chr2-1_0475
PP7435_Chr2-2331	PAS_chr2-1_0474
PP7435_Chr2-2342	PAS_chr2-1_0848
PP7435_Chr2-2353	PAS_chr2-1_0461
PP7435_Chr2-2364	no GS115 homolog
PP7435_Chr2-2375	PAS_chr2-1_0435
PP7435_Chr2-2386	PAS_chr2-1_0892
PP7435_Chr2-2397	no GS115 homolog
PP7435_Chr2-2408	PAS_chr2-1_0429
PP7435_Chr2-2419	PAS_chr2-1_0833
PP7435_Chr2-2430	PAS_chr2-1_0422
PP7435_Chr2-2441	PAS_chr2-1_0398
PP7435_Chr2-2463	PAS_chr2-1_0361
PP7435_Chr2-2474	PAS_chr2-1_0337
PP7435_Chr2-2485	PAS_chr2-1_0271
PP7435_Chr2-2496	PAS_chr2-1_0822
PP7435_Chr2-2507	PAS_chr2-1_0821
PP7435_Chr2-2518	PAS_chr2-1_0252
PP7435_Chr2-2529	PAS_chr2-1_0251
PP7435_Chr2-2540	no GS115 homolog
PP7435_Chr2-2551	PAS_chr2-1_0236
PP7435_Chr2-2562	PAS_chr2-1_0191
PP7435_Chr2-2573	PAS_chr2-1_0190
PP7435_Chr2-2584	PAS_chr2-1_0138
PP7435_Chr2-2595	PAS_chr2-1_0128
PP7435_Chr2-2606	PAS_chr2-1_0127
PP7435_Chr2-2617	PAS_chr2-1_0124
PP7435_Chr2-2628	PAS_chr2-1_0812
PP7435_Chr2-2639	PAS_chr2-1_0098
PP7435_Chr2-2650	no GS115 homolog
PP7435_Chr2-2661	no GS115 homolog
PP7435_Chr2-2672	no GS115 homolog
PP7435_Chr2-2683	no GS115 homolog
PP7435_Chr2-2694	PAS_chr2-1_0012
PP7435_Chr2-2705	PAS_chr2-1_0005
PP7435_Chr2-2716	PAS_chr2-1_0259
PP7435_Chr2-2727	PAS_chr2-1_0063
PP7435_Chr2-2738	PAS_chr2-1_0015
PP7435_Chr2-2749	homolog not anymore annotated
PP7435_Chr2-2760	PAS_chr2-1_0362
PP7435_Chr2-2771	homolog not anymore annotated
PP7435_Chr3-0001	PAS_c131_0020
PP7435_Chr3-0002	no GS115 homolog
PP7435_Chr3-0003	PAS_c131_0021
PP7435_Chr3-0005	PAS_c131_0015
PP7435_Chr3-0006	PAS_c131_0013
PP7435_Chr3-0007	PAS_c131_0012
PP7435_Chr3-0008	PAS_c131_0011
PP7435_Chr3-0009	PAS_c131_0010
PP7435_Chr3-0010	PAS_c131_0009
PP7435_Chr3-0011	PAS_c131_0008
PP7435_Chr3-0012	PAS_c131_0007
PP7435_Chr3-0013	PAS_c131_0006
PP7435_Chr3-0014	PAS_c131_0005
PP7435_Chr3-0015	PAS_c131_0004
PP7435_Chr3-0016	PAS_c131_0003
PP7435_Chr3-0017	PAS_c131_0002
PP7435_Chr3-0018	PAS_c131_0001
PP7435_Chr3-0019	PAS_chr3_1143
PP7435_Chr3-0020	PAS_chr3_1142
PP7435_Chr3-0021	PAS_chr3_1141
PP7435_Chr3-0022	PAS_chr3_1140
PP7435_Chr3-0023	PAS_chr3_1139
PP7435_Chr3-0024	PAS_chr3_1138
PP7435_Chr3-0025	PAS_chr3_1137
PP7435_Chr3-0026	PAS_chr3_1259
PP7435_Chr3-0027	PAS_chr3_1136
PP7435_Chr3-0028	PAS_chr3_1134
PP7435_Chr3-0029	PAS_chr3_1133
PP7435_Chr3-0030	PAS_chr3_1132
PP7435_Chr3-0031	PAS_chr3_1131
PP7435_Chr3-0032	PAS_chr3_1258
PP7435_Chr3-0033	PAS_chr3_1130
PP7435_Chr3-0034	PAS_chr3_1129
PP7435_Chr3-0035	PAS_chr3_1128
PP7435_Chr3-0036	PAS_chr3_1127
PP7435_Chr3-0037	PAS_chr3_1126
PP7435_Chr3-0038	PAS_chr3_1124
PP7435_Chr3-0039	PAS_chr3_1123
PP7435_Chr3-0040	PAS_chr3_1257
PP7435_Chr3-0042	PAS_chr3_1120
PP7435_Chr3-0043	PAS_chr3_1119
PP7435_Chr3-0044	PAS_chr3_1118
PP7435_Chr3-0045	PAS_chr3_1117
PP7435_Chr3-0046	PAS_chr3_1116
PP7435_Chr3-0047	PAS_chr3_1115
PP7435_Chr3-0048	PAS_chr3_1114
PP7435_Chr3-0049	PAS_chr3_1113
PP7435_Chr3-0051	PAS_chr3_1110
PP7435_Chr3-0052	PAS_chr3_1109
PP7435_Chr3-0053	PAS_chr3_1108
PP7435_Chr3-0054	PAS_chr3_1107
PP7435_Chr3-0055	PAS_chr3_1256
PP7435_Chr3-0056	PAS_chr3_1106
PP7435_Chr3-0057	PAS_chr3_1105
PP7435_Chr3-0059	PAS_chr3_1101
PP7435_Chr3-0060	PAS_chr3_1100
PP7435_Chr3-0061	PAS_chr3_1099
PP7435_Chr3-0063	PAS_chr3_1097
PP7435_Chr3-0065	PAS_chr3_1095
PP7435_Chr3-0066	PAS_chr3_1093
PP7435_Chr3-0067	PAS_chr3_1092
PP7435_Chr3-0068	PAS_chr3_1091
PP7435_Chr3-0069	PAS_chr3_1089
PP7435_Chr3-0070	PAS_chr3_1088
PP7435_Chr3-0071	PAS_chr3_1254
PP7435_Chr3-0072	PAS_chr3_1087
PP7435_Chr3-0073	PAS_chr3_1086
PP7435_Chr3-0074	PAS_chr3_1086
PP7435_Chr3-0075	PAS_chr3_1085
PP7435_Chr3-0076	PAS_chr3_1084
PP7435_Chr3-0077	no GS115 homolog
PP7435_Chr3-0078	PAS_chr3_1083
PP7435_Chr3-0079	PAS_chr3_1082
PP7435_Chr3-0080	PAS_chr3_1253
PP7435_Chr3-0081	PAS_chr3_1252
PP7435_Chr3-0082	PAS_chr3_1081
PP7435_Chr3-0083	PAS_chr3_1080
PP7435_Chr3-0084	PAS_chr3_1079
PP7435_Chr3-0085	PAS_chr3_1078
PP7435_Chr3-0086	PAS_chr3_1077
PP7435_Chr3-0087	PAS_chr3_1251
PP7435_Chr3-0088	PAS_chr3_1076
PP7435_Chr3-0089	PAS_chr3_1250
PP7435_Chr3-0090	PAS_chr3_1075
PP7435_Chr3-0091	PAS_chr3_1074
PP7435_Chr3-0092	PAS_chr3_1073
PP7435_Chr3-0093	PAS_chr3_1072
PP7435_Chr3-0094	PAS_chr3_1071
PP7435_Chr3-0095	
PP7435_Chr3-0096	
PP7435_Chr3-0097	PAS_chr3_1070
PP7435_Chr3-0098	PAS_chr3_1069
PP7435_Chr3-0099	PAS_chr3_1249
PP7435_Chr3-0100	PAS_chr3_1068
PP7435_Chr3-0101	PAS_chr3_1067
PP7435_Chr3-0102	homolog not anymore annotated
PP7435_Chr3-0103	PAS_chr3_1065
PP7435_Chr3-0104	PAS_chr3_1064
PP7435_Chr3-0105	PAS_chr3_1248
PP7435_Chr3-0106	PAS_chr3_1063
PP7435_Chr3-0108	PAS_chr3_1060
PP7435_Chr3-0109	PAS_chr3_1059
PP7435_Chr3-0110	PAS_chr3_1058
PP7435_Chr3-0111	PAS_chr3_1057
PP7435_Chr3-0112	PAS_chr3_1056
PP7435_Chr3-0113	PAS_chr3_1055
PP7435_Chr3-0114	PAS_chr3_1054
PP7435_Chr3-0115	PAS_chr3_1053
PP7435_Chr3-0116	PAS_chr3_1052
PP7435_Chr3-0117	PAS_chr3_1051
PP7435_Chr3-0118	PAS_chr3_1050
PP7435_Chr3-0119	PAS_chr3_1049
PP7435_Chr3-0120	PAS_chr3_1048
PP7435_Chr3-0121	PAS_chr3_1047
PP7435_Chr3-0122	PAS_chr3_1045
PP7435_Chr3-0123	PAS_chr3_1044
PP7435_Chr3-0124	PAS_chr3_1043
PP7435_Chr3-0125	PAS_chr3_1042
PP7435_Chr3-0126	PAS_chr3_1041
PP7435_Chr3-0127	PAS_chr3_1040
PP7435_Chr3-0128	PAS_chr3_1039
PP7435_Chr3-0129	PAS_chr3_1038
PP7435_Chr3-0130	PAS_chr3_1037
PP7435_Chr3-0131	PAS_chr3_1036
PP7435_Chr3-0132	PAS_chr3_1035
PP7435_Chr3-0133	PAS_chr3_1034
PP7435_Chr3-0134	no GS115 homolog
PP7435_Chr3-0135	PAS_chr3_1033
PP7435_Chr3-0136	PAS_chr3_1032
PP7435_Chr3-0137	PAS_chr3_1031
PP7435_Chr3-0138	PAS_chr3_1030
PP7435_Chr3-0139	PAS_chr3_1029
PP7435_Chr3-0140	PAS_chr3_1028
PP7435_Chr3-0141	PAS_chr3_1027
PP7435_Chr3-0142	PAS_chr3_1026
PP7435_Chr3-0143	PAS_chr3_1025
PP7435_Chr3-0144	PAS_chr3_1247
PP7435_Chr3-0145	PAS_chr3_1024
PP7435_Chr3-0146	PAS_chr3_1023
PP7435_Chr3-0147	PAS_chr3_1022
PP7435_Chr3-0148	PAS_chr3_1021
PP7435_Chr3-0149	PAS_chr3_1020
PP7435_Chr3-0150	PAS_chr3_1246
PP7435_Chr3-0151	PAS_chr3_1019
PP7435_Chr3-0152	PAS_chr3_1018
PP7435_Chr3-0153	PAS_chr3_1017
PP7435_Chr3-0154	PAS_chr3_1016
PP7435_Chr3-0155	PAS_chr3_1015
PP7435_Chr3-0156	PAS_chr3_1014
PP7435_Chr3-0157	PAS_chr3_1013
PP7435_Chr3-0158	PAS_chr3_1012
PP7435_Chr3-0159	PAS_chr3_1011
PP7435_Chr3-0160	PAS_chr3_1010
PP7435_Chr3-0161	PAS_chr3_1009
PP7435_Chr3-0162	PAS_chr3_1008
PP7435_Chr3-0163	PAS_chr3_1007
PP7435_Chr3-0164	PAS_chr3_1006
PP7435_Chr3-0165	PAS_chr3_1005
PP7435_Chr3-0166	PAS_chr3_1004
PP7435_Chr3-0167	homolog not anymore annotated
PP7435_Chr3-0168	PAS_chr3_1002
PP7435_Chr3-0169	PAS_chr3_1001
PP7435_Chr3-0170	PAS_chr3_1000
PP7435_Chr3-0171	PAS_chr3_0999
PP7435_Chr3-0172	PAS_chr3_0998
PP7435_Chr3-0173	PAS_chr3_0997
PP7435_Chr3-0174	PAS_chr3_0996
PP7435_Chr3-0175	PAS_chr3_0995
PP7435_Chr3-0176	PAS_chr3_0994
PP7435_Chr3-0177	PAS_chr3_0993
PP7435_Chr3-0178	PAS_chr3_0992
PP7435_Chr3-0179	PAS_chr3_0991
PP7435_Chr3-0180	PAS_chr3_0990
PP7435_Chr3-0181	PAS_chr3_0989
PP7435_Chr3-0182	homolog not anymore annotated
PP7435_Chr3-0183	PAS_chr3_0987
PP7435_Chr3-0184	PAS_chr3_0986
PP7435_Chr3-0185	PAS_chr3_0985
PP7435_Chr3-0186	PAS_chr3_0984
PP7435_Chr3-0187	PAS_chr3_0983
PP7435_Chr3-0188	PAS_chr3_0982
PP7435_Chr3-0189	PAS_chr3_0980
PP7435_Chr3-0190	PAS_chr3_0979
PP7435_Chr3-0191	PAS_chr3_0978
PP7435_Chr3-0192	PAS_chr3_0977
PP7435_Chr3-0193	PAS_chr3_0976
PP7435_Chr3-0194	PAS_chr3_0975
PP7435_Chr3-0195	PAS_chr3_0974
PP7435_Chr3-0196	PAS_chr3_0973
PP7435_Chr3-0197	PAS_chr3_0972
PP7435_Chr3-0198	PAS_chr3_0971
PP7435_Chr3-0199	PAS_chr3_0970
PP7435_Chr3-0200	PAS_chr3_0969
PP7435_Chr3-0201	PAS_chr3_0968
PP7435_Chr3-0202	PAS_chr3_1245
PP7435_Chr3-0204	PAS_chr3_0966
PP7435_Chr3-0205	PAS_chr3_0965
PP7435_Chr3-0206	PAS_chr3_1243
PP7435_Chr3-0207	PAS_chr3_0964
PP7435_Chr3-0208	PAS_chr3_0963
PP7435_Chr3-0209	PAS_chr3_0962
PP7435_Chr3-0210	PAS_chr3_0961
PP7435_Chr3-0211	PAS_chr3_0960
PP7435_Chr3-0212	PAS_chr3_0959
PP7435_Chr3-0213	PAS_chr3_0958
PP7435_Chr3-0214	PAS_chr3_0957
PP7435_Chr3-0215	PAS_chr3_0956
PP7435_Chr3-0216	PAS_chr3_0955
PP7435_Chr3-0217	PAS_chr3_0954
PP7435_Chr3-0218	PAS_chr3_0953
PP7435_Chr3-0219	PAS_chr3_0952
PP7435_Chr3-0220	PAS_chr3_0951
PP7435_Chr3-0221	PAS_chr3_0950
PP7435_Chr3-0222	PAS_chr3_0949
PP7435_Chr3-0223	PAS_chr3_0948
PP7435_Chr3-0224	PAS_chr3_0947
PP7435_Chr3-0225	PAS_chr3_0946
PP7435_Chr3-0226	PAS_chr3_0945
PP7435_Chr3-0227	PAS_chr3_0944
PP7435_Chr3-0228	PAS_chr3_1242
PP7435_Chr3-0229	PAS_chr3_0943
PP7435_Chr3-0230	PAS_chr3_0942
PP7435_Chr3-0231	PAS_chr3_0941
PP7435_Chr3-0232	PAS_chr3_0940
PP7435_Chr3-0233	PAS_chr3_0939
PP7435_Chr3-0234	PAS_chr3_0937
